 2017-02-28 08:47:02,478 [P20240/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.10 application starting on DESKTOP-P7D06ST
 2017-02-28 08:47:37,282 [P20240/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-02-28 08:47:37,283 [P20240/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-02-28 08:47:37,290 [P20240/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-02-28 08:47:37,324 [P20240/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 35ms)
 2017-02-28 08:47:37,401 [P20240/D2/T11] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-02-28 08:47:37,481 [P20240/D2/T11] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 79ms)
 2017-02-28 08:47:38,636 [P20240/D2/T12] INFO  umbraco.content - Load Xml from file...
 2017-02-28 08:47:38,646 [P20240/D2/T12] INFO  umbraco.content - Loaded Xml from file.
 2017-02-28 08:47:52,857 [P20240/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.HealthCheck.HealthCheck
 2017-02-28 08:47:52,897 [P20240/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.HealthCheck.HealthCheck, found 0 (took 40ms)
 2017-02-28 08:48:12,496 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2017-02-28 08:48:12,496 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2017-02-28 08:48:12,496 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Terminating
 2017-02-28 08:48:12,496 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Waiting for tasks to complete
 2017-02-28 08:48:12,497 [P20240/D2/T7] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2017-02-28 08:48:12,498 [P20240/D2/T10] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2017-02-28 08:48:12,560 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2017-02-28 08:48:12,560 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2017-02-28 08:48:12,560 [P20240/D2/T13] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2017-02-28 08:48:12,561 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2017-02-28 08:48:12,561 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2017-02-28 08:48:12,561 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2017-02-28 08:48:12,561 [P20240/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2017-02-28 08:48:12,561 [P20240/D2/T9] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2017-02-28 08:48:12,561 [P20240/D2/T8] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2017-02-28 08:48:12,564 [P20240/D2/T12] INFO  Umbraco.Core.MainDom - Stopping...
 2017-02-28 08:48:12,587 [P20240/D2/T12] INFO  Umbraco.Core.MainDom - Released MainDom.
 2017-02-28 08:48:22,065 [P20240/D6/T21] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.10 application starting on DESKTOP-P7D06ST
 2017-02-28 08:48:22,097 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-02-28 08:48:22,112 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Hash determined (took 14ms)
 2017-02-28 08:48:22,166 [P20240/D6/T21] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-02-28 08:48:22,168 [P20240/D6/T21] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-02-28 08:48:22,175 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-02-28 08:48:22,667 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 492ms)
 2017-02-28 08:48:22,681 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-02-28 08:48:22,691 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 10ms)
 2017-02-28 08:48:22,692 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-02-28 08:48:22,702 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 10ms)
 2017-02-28 08:48:22,715 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-02-28 08:48:22,728 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 12ms)
 2017-02-28 08:48:22,728 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-02-28 08:48:22,740 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 12ms)
 2017-02-28 08:48:22,773 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-02-28 08:48:22,784 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 11ms)
 2017-02-28 08:48:22,786 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-02-28 08:48:22,801 [P20240/D6/T21] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 15ms)
 2017-02-28 08:48:23,937 [P20240/D6/T21] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-02-28 08:48:24,308 [P20240/D6/T21] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-02-28 08:48:24,335 [P20240/D6/T21] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-02-28 08:48:24,466 [P20240/D6/T21] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-02-28 08:48:24,627 [P20240/D6/T21] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2658ms)
 2017-02-28 08:48:24,784 [P20240/D6/T8] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:50574/umbraco (UmbracoModule request)
 2017-02-28 08:48:27,311 [P20240/D6/T8] INFO  Umbraco.Core.Configuration.ClientDependencyConfiguration - Updated version number from 1682947012 to 649340260
 2017-02-28 08:48:27,315 [P20240/D6/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-02-28 08:48:27,315 [P20240/D6/T18] INFO  Umbraco.Core.MainDom - Stopping...
 2017-02-28 08:48:27,316 [P20240/D6/T18] INFO  Umbraco.Core.MainDom - Released MainDom.
 2017-02-28 08:48:27,317 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2017-02-28 08:48:27,317 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2017-02-28 08:48:27,318 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2017-02-28 08:48:27,318 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2017-02-28 08:48:27,319 [P20240/D6/T13] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2017-02-28 08:48:27,319 [P20240/D6/T10] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
 2017-02-28 08:48:27,319 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Terminating
 2017-02-28 08:48:27,319 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Waiting for tasks to complete
 2017-02-28 08:48:27,320 [P20240/D6/T11] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [Umbraco.Web.Scheduling.IBackgroundTask] Tasks completed, terminated
 2017-02-28 08:48:27,331 [P20240/D6/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 15ms)
 2017-02-28 08:48:27,350 [P20240/D6/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-02-28 08:48:27,362 [P20240/D6/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 12ms)
 2017-02-28 08:48:27,365 [P20240/D6/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-02-28 08:48:27,377 [P20240/D6/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 11ms)
 2017-02-28 08:48:27,420 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2017-02-28 08:48:27,420 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2017-02-28 08:48:27,420 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2017-02-28 08:48:27,420 [P20240/D6/T18] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2017-02-28 08:48:27,421 [P20240/D6/T10] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Tasks completed, terminated
 2017-02-28 08:48:27,421 [P20240/D6/T9] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2017-02-28 08:48:27,427 [P20240/D6/T8] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2017-02-28 08:48:27,440 [P20240/D6/T8] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 12ms)
 2017-02-28 08:48:30,763 [P20240/D9/T25] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.5.10 application starting on DESKTOP-P7D06ST
 2017-02-28 08:48:30,805 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2017-02-28 08:48:30,819 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Hash determined (took 14ms)
 2017-02-28 08:48:30,869 [P20240/D9/T25] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2017-02-28 08:48:30,871 [P20240/D9/T25] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2017-02-28 08:48:30,877 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2017-02-28 08:48:31,031 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 153ms)
 2017-02-28 08:48:31,082 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2017-02-28 08:48:31,086 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 4ms)
 2017-02-28 08:48:31,088 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2017-02-28 08:48:31,111 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 23ms)
 2017-02-28 08:48:31,124 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2017-02-28 08:48:31,126 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 2ms)
 2017-02-28 08:48:31,127 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2017-02-28 08:48:31,191 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 63ms)
 2017-02-28 08:48:31,259 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2017-02-28 08:48:31,260 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 1ms)
 2017-02-28 08:48:31,262 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2017-02-28 08:48:31,263 [P20240/D9/T25] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 1ms)
 2017-02-28 08:48:32,457 [P20240/D9/T25] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2017-02-28 08:48:32,860 [P20240/D9/T25] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2017-02-28 08:48:32,964 [P20240/D9/T25] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2017-02-28 08:48:33,143 [P20240/D9/T25] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2017-02-28 08:48:33,325 [P20240/D9/T25] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2686ms)
 2017-02-28 08:48:35,516 [P20240/D9/T9] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:50574/umbraco (UmbracoModule request)
 2017-02-28 08:48:40,740 [P20240/D9/T22] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2017-02-28 08:48:40,766 [P20240/D9/T22] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 25ms)
 2017-02-28 08:48:42,402 [P20240/D9/T27] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-02-28 08:48:42,404 [P20240/D9/T27] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 2ms)
 2017-02-28 08:48:42,461 [P20240/D9/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-02-28 08:48:42,463 [P20240/D9/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 2ms)
 2017-02-28 08:48:42,484 [P20240/D9/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2017-02-28 08:48:42,484 [P20240/D9/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2017-02-28 08:48:42,489 [P20240/D9/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2017-02-28 08:48:42,490 [P20240/D9/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 0ms)
 2017-02-28 08:48:42,523 [P20240/D9/T15] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2017-02-28 08:48:42,525 [P20240/D9/T15] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 1ms)
 2017-02-28 08:48:42,612 [P20240/D2/T22] INFO  Umbraco.Core.UmbracoApplicationBase - Application shutdown. Details: BinDirChangeOrDirectoryRename

_shutDownMessage=Benachrichtigung für kritische Verzeichnisse ändern.
bin dir change or directory rename
HostingEnvironment initiated shutdown
Benachrichtigung für kritische Verzeichnisse ändern.
bin dir change or directory rename
Benachrichtigung für kritische Verzeichnisse ändern.
bin dir change or directory rename
Change in C:\Users\NilsFrank\AppData\Local\Temp\Temporary ASP.NET Files\root\ffd0312e\307e02bc\hash\hash.web
Change in C:\Users\NilsFrank\AppData\Local\Temp\Temporary ASP.NET Files\root\ffd0312e\307e02bc\hash\hash.web
CONFIG change
HostingEnvironment verursachte ein Herunterfahren

_shutDownStack=   bei System.Environment.GetStackTrace(Exception e, Boolean needFileInfo)
   bei System.Environment.get_StackTrace()
   bei System.Web.Hosting.HostingEnvironment.InitiateShutdownInternal()
   bei System.Web.Hosting.HostingEnvironment.InitiateShutdownWithoutDemand()
   bei System.Web.HttpRuntime.ShutdownAppDomain(String stackTrace)
   bei System.Web.HttpRuntime.OnCriticalDirectoryChange(Object sender, FileChangeEvent e)
   bei System.Web.FileChangesMonitor.OnCriticaldirChange(Object sender, FileChangeEvent e)
   bei System.Web.DirectoryMonitor.FireNotifications()
   bei System.Web.Util.WorkItem.CallCallbackWithAssert(WorkItemCallback callback)
   bei System.Web.Util.WorkItem.OnQueueUserWorkItemCompletion(Object state)
   bei System.Threading.QueueUserWorkItemCallback.WaitCallback_Context(Object state)
   bei System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   bei System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   bei System.Threading.QueueUserWorkItemCallback.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   bei System.Threading.ThreadPoolWorkQueue.Dispatch()
   bei System.Threading._ThreadPoolWaitCallback.PerformWaitCallback()
 2017-02-28 08:48:57,471 [P20240/D6/T10] INFO  Umbraco.Core.UmbracoApplicationBase - Application shutdown. Details: ConfigurationChange

_shutDownMessage=CONFIG change
HostingEnvironment initiated shutdown
HostingEnvironment verursachte ein Herunterfahren

_shutDownStack=   bei System.Environment.GetStackTrace(Exception e, Boolean needFileInfo)
   bei System.Environment.get_StackTrace()
   bei System.Web.Hosting.HostingEnvironment.InitiateShutdownInternal()
   bei System.Web.Hosting.HostingEnvironment.InitiateShutdownWithoutDemand()
   bei System.Web.HttpRuntime.ShutdownAppDomain(String stackTrace)
   bei System.Web.Configuration.HttpConfigurationSystem.OnConfigurationChanged(Object sender, InternalConfigEventArgs e)
   bei System.Configuration.Internal.InternalConfigRoot.OnConfigChanged(InternalConfigEventArgs e)
   bei System.Configuration.BaseConfigurationRecord.OnStreamChanged(String streamname)
   bei System.Web.Configuration.WebConfigurationHostFileChange.OnFileChanged(Object sender, FileChangeEvent e)
   bei System.Web.DirectoryMonitor.FireNotifications()
   bei System.Web.Util.WorkItem.CallCallbackWithAssert(WorkItemCallback callback)
   bei System.Web.Util.WorkItem.OnQueueUserWorkItemCompletion(Object state)
   bei System.Threading.QueueUserWorkItemCallback.WaitCallback_Context(Object state)
   bei System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   bei System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean preserveSyncCtx)
   bei System.Threading.QueueUserWorkItemCallback.System.Threading.IThreadPoolWorkItem.ExecuteWorkItem()
   bei System.Threading.ThreadPoolWorkQueue.Dispatch()
   bei System.Threading._ThreadPoolWaitCallback.PerformWaitCallback()
 2017-02-28 08:48:59,443 [P20240/D9/T13] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2017-02-28 08:48:59,500 [P20240/D9/T13] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 57ms)
 2017-02-28 08:49:01,477 [P20240/D9/T7] INFO  umbraco.content - Load Xml from file...
 2017-02-28 08:49:01,492 [P20240/D9/T7] INFO  umbraco.content - Loaded Xml from file.
 2017-02-28 08:49:07,802 [P20240/D9/T7] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field multiPicker
 2017-02-28 08:49:07,802 [P20240/D9/T7] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field onlyImages
 2017-02-28 08:49:07,802 [P20240/D9/T7] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field disableFolderSelect
